wavelength flux
0.10725000000000001 0.043659888107781944
0.10735 0.06794029005472269
0.10745 0.05920693611001167
0.10755 0.049118166802174686
0.10765000000000001 0.045044913231967645
0.10775 0.04331663928744931
0.10785 0.04576959400927878
0.10795 0.05121689493436989
0.10805000000000001 0.06561670702109361
0.10815000000000001 0.049876241851785616
0.10825 0.055560679320088006
0.10835 0.05716434565599151
0.10845 0.046816427825818435
0.10855000000000001 0.0420821488092436
0.10865000000000001 0.05493359061428593
0.10875 0.048940987875328294
0.10885 0.0406321774513276
0.10895 0.03715566604617119
0.10905000000000001 0.041149999784132425
0.10915000000000001 0.05092243476991261
0.10925 0.052754209202585806
0.10935 0.057444361828341256
0.10945 0.038196824653573096
0.10955000000000001 0.03347325407753631
0.10965000000000001 0.04789575689220771
0.10975 0.05016912102210818
0.10985 0.03790723826744121
0.10995 0.037584498576637156
0.11005000000000001 0.0331775067564737
0.11015000000000001 0.04392430256309125
0.11025 0.039379678671731394
0.11035 0.036906230550847186
0.11045 0.018410113679864695
0.11055000000000001 0.023276881265274052
0.11065000000000001 0.037595380839991976
0.11075 0.04415192900753996
0.11085 0.03640998655548443
0.11095000000000001 0.03000763373152647
0.11105000000000001 0.04204236383360501
0.11115 0.043614751011402615
0.11125 0.031463791441943494
0.11135 0.024091525761000154
0.11145000000000001 0.0439841222348044
0.11155000000000001 0.03449813946673175
0.11165 0.027852817402108803
0.11175 0.028310948200226147
0.11185 0.024739773935030757
0.11195000000000001 0.04343160645003025
0.11205000000000001 0.016957249170338282
0.11215 0.030622531544168594
0.11225 0.023553487846558616
0.11235 0.019658028858169203
0.11245000000000001 0.022914912249948707
0.11255000000000001 0.023513242703611423
0.11265 0.028920546105286372
0.11275 0.016170389311884775
0.11285 0.03073126566703586
0.11295000000000001 0.018953830232336814
0.11305000000000001 0.01852450914816517
0.11315 0.028827138561744722
0.11325 0.025382259570207056
0.11335 0.016465455143051658
0.11345000000000001 0.021572854688089584
0.11355000000000001 0.017993288086361633
0.11365 0.030480619969900112
0.11375 0.029145795575993175
0.11385 0.013652289934394136
0.11395000000000001 0.02223334197164973
0.11405 0.03246678727633715
0.11415 0.02691237522726605
0.11425 0.01858287686593547
0.11435000000000001 0.01677450032567842
0.11445000000000001 0.014335835085369677
0.11455 0.013441573582857061
0.11465 0.018224406559508403
0.11475 0.020185240896179377
0.11485000000000001 0.027896018571096595
0.11495000000000001 0.011949919441136945
0.11505 0.01859909600273034
0.11515 0.018564588332941844
0.11525 0.022289425816808067
0.11535000000000001 0.018950220983887368
0.11545000000000001 0.01817074595568518
0.11555 0.013029944747591294
0.11565 0.02831501790111441
0.11575 0.015493281157270573
0.11585000000000001 0.016752373824440125
0.11595000000000001 0.009849805906450865
0.11605 0.015127939821254459
0.11615 0.015435550537874375
0.11625 0.013832342653876733
0.11635000000000001 0.011994939950872164
0.11645000000000001 0.014483526501910482
0.11655 0.014179311093730376
0.11665 0.021213824039312358
0.11675 0.011582844026891073
0.11685000000000001 0.015691308264592845
0.11695000000000001 0.012752299062097646
0.11705 0.015026670722158934
0.11715 0.006861900219930516
0.11725000000000001 0.016623925874851224
0.11735000000000001 0.014813326578551313
0.11745 0.01192590479984761
0.11755 0.012661015766559485
0.11765 0.012685477529702267
0.11775000000000001 0.012730625114581744
0.11785000000000001 0.01582324650081276
0.11795 0.018339927871030913
0.11805 0.02069553310546649
0.11815 0.012891877810999224
0.11825000000000001 0.009743906944163301
0.11835000000000001 0.013834413884818776
0.11845 0.01002825147361518
0.11855 0.005969720016236466
0.11865 0.020961192354560745
0.11875000000000001 0.01872939275307703
0.11885000000000001 0.024800102085048934
0.11895 0.009106857752319229
0.11905 0.005076771953078989
0.11915 0.017785964010686387
0.11925000000000001 0.012015986626446318
0.11935000000000001 0.015784078226450966
0.11945 0.024359549944830444
0.11955 0.022022409554890626
0.11965 0.02027942758663873
0.11975000000000001 0.02113773942830579
0.11985000000000001 0.026736623809571723
0.11995 0.018252090033018628
0.12005 0.032964579116486564
0.12015 0.05525827493276861
0.12025000000000001 0.05308876713797895
0.12035000000000001 0.05345857781905339
0.12045 0.09465524920586976
0.12055 0.10895294525625035
0.12065000000000001 0.14327517083977875
0.12075000000000001 0.13649669139737083
0.12085 0.19143931879456058
0.12095 0.23404513107183694
0.12105 0.28534278447423056
0.12115000000000001 0.36623057050446467
0.12125000000000001 0.456768266345411
0.12135 0.5604572622623737
0.12145 0.6207885533409515
0.12155 0.6188883794126823
0.12165000000000001 0.7521322039635526
0.12175000000000001 0.9893995769779605
0.12185 1.0
0.12195 0.9806127427405739
0.12205 0.9669739502229965
0.12215000000000001 0.9491755645007462
0.12225000000000001 0.9305898284044662
0.12235 0.8878010485391467
0.12245 0.8659782936057144
0.12255 0.8349634722869109
0.12265000000000001 0.8367582986026479
0.12275000000000001 0.8027624630565318
0.12285 0.8100160778217315
0.12295 0.8314091728138964
0.12305 0.7934557142199367
0.12315000000000001 0.7990580046889534
0.12325000000000001 0.8164283071582772
0.12335 0.823148460888113
0.12345 0.8138751920754285
0.12355000000000001 0.8186139263638278
0.12365000000000001 0.8045083586054604
0.12375000000000001 0.794629142330261
0.12385 0.7885871372671815
0.12395 0.7742280962192019
0.12405000000000001 0.7721528067657095
0.12415000000000001 0.7393439602390269
0.12425 0.7246995736134778
0.12435 0.6905186187696035
0.12445 0.6543832239884262
0.12455000000000001 0.6188042326910086
0.12465000000000001 0.6387446497085297
0.12475 0.6050821427621058
0.12485 0.5885104907245162
0.12495 0.5807044988814882
0.12505 0.5637983370787959
0.12515 0.5685032472598334
0.12525 0.5559717914693552
0.12535000000000002 0.550266054878424
0.12545 0.5507178084647195
0.12555 0.5448594527765868
0.12565 0.5337490016053013
0.12575 0.5147239253615932
0.12585000000000002 0.5374502823997466
0.12595 0.5259822886565235
0.12605 0.5169051413284729
0.12615 0.5192199147992402
0.12625 0.5276519868724964
0.12635000000000002 0.5123007894822351
0.12645 0.49670154289129376
0.12655 0.49581515602058607
0.12665 0.48249421259434955
0.12675 0.48774557019032544
0.12685000000000002 0.4726705877863441
0.12695 0.4626071966551081
0.12705 0.45811174534687316
0.12715 0.4384845063513217
0.12725 0.4260767142476642
0.12735000000000002 0.4229297436625169
0.12745 0.42583688404224723
0.12755 0.42212888395221343
0.12765 0.4094532047726688
0.12775 0.41561640906335645
0.12785000000000002 0.42016880399544904
0.12795 0.40891734235542476
0.12805 0.4069727912206404
0.12815000000000001 0.4094030904681913
0.12825 0.40641461600860895
0.12835000000000002 0.4073171516375209
0.12845 0.40990366330127065
0.12855 0.41780891268548304
0.12865000000000001 0.4068753844543426
0.12875 0.4141479110649902
0.12885 0.4104951013847655
0.12895 0.4069469776711936
0.12905 0.41418489117353163
0.12915000000000001 0.4197087678365627
0.12925 0.429972534533526
0.12935 0.43283316111501585
0.12945 0.4198651593209187
0.12955 0.4235860047886689
0.12965000000000002 0.450414534456105
0.12975 0.44102997732835403
0.12985 0.44304887253391667
0.12995 0.44824762761779463
0.13005 0.4398956406684192
0.13015000000000002 0.44386096020963467
0.13025 0.447576712385979
0.13035 0.4457226478200834
0.13045 0.46796140900846733
0.13055 0.4678734432036253
0.13065000000000002 0.457497742989616
0.13075 0.4523596042339543
0.13085 0.42490526377448473
0.13095 0.43647694423806277
0.13105 0.4086361216171485
0.13115000000000002 0.4182021280895846
0.13125 0.41553909054216437
0.13135 0.40707754171236077
0.13145 0.3991789689505806
0.13155 0.3952124517155393
0.13165000000000002 0.40401164649930515
0.13175 0.3860806113504421
0.13185 0.38029117740755697
0.13195 0.3798396950027182
0.13205 0.38599505438029624
0.13215000000000002 0.3987193208887538
0.13225 0.3760130953796267
0.13235 0.3860027637421301
0.13245 0.38920815408947407
0.13255 0.39329775976526316
0.13265000000000002 0.382576881598636
0.13275 0.37333952714566665
0.13285 0.38836471072678835
0.13295 0.3787121931025315
0.13305 0.38943116893555946
0.13315000000000002 0.4059505261146704
0.13325 0.38341033664044505
0.13335 0.3942330679583017
0.13345 0.40855011039429723
0.13355 0.40532236787547793
0.13365000000000002 0.39749901575489804
0.13375 0.4030696434672166
0.13385 0.3943213060896098
0.13395 0.4040421541707463
0.13405 0.38064944829578046
0.13415000000000002 0.3961260489107097
0.13425 0.38852043101379063
0.13435 0.3883618681940598
0.13445000000000001 0.3930676149729743
0.13455 0.39777494988456763
0.13465000000000002 0.3663387590900171
0.13475 0.3847373103084615
0.13485 0.3729313998219914
0.13495000000000001 0.36981421520233204
0.13505 0.351962147340838
0.13515000000000002 0.3668651442222747
0.13525 0.378536004019699
0.13535 0.3865620093229386
0.13545000000000001 0.37263520071135
0.13555 0.3688545060940382
0.13565 0.3726102214616592
0.13575 0.3727402037969983
0.13585 0.37948236880461395
0.13595000000000002 0.39076898653326675
0.13605 0.3813646065549633
0.13615 0.38449043520048776
0.13625 0.37642437295116543
0.13635 0.3775760246817303
0.13645000000000002 0.3777146366287762
0.13655 0.38575303745153416
0.13665 0.3701248764766097
0.13675 0.36166613782297097
0.13685 0.3921719529857118
0.13695000000000002 0.38294953645274354
0.13705 0.38581569964726825
0.13715 0.38326844193610077
0.13725 0.3864954037348607
0.13735 0.38500245972330804
0.13745000000000002 0.3768871058372954
0.13755 0.38698871655304884
0.13765 0.40266771770868715
0.13775 0.40660279524880444
0.13785 0.4018314524643607
0.13795000000000002 0.3916555259182568
0.13805 0.40853335545121156
0.13815 0.42395932775840534
0.13825 0.3895159561776582
0.13835 0.4215525497822018
0.13845000000000002 0.4185564999044337
0.13855 0.41701604739527764
0.13865 0.4245985451772601
0.13875 0.4343596209159314
0.13885 0.42187970387946583
0.13895000000000002 0.4415349578318526
0.13905 0.44984416908769953
0.13915 0.42437687090902215
0.13925 0.43194773210671006
0.13935 0.42481556671293524
0.13945000000000002 0.4401195893160329
0.13955 0.4393742571105939
0.13965 0.4430836512024335
0.13975 0.4461245117920823
0.13985 0.4368196890312938
0.13995000000000002 0.45300809596249786
0.14005 0.4295291060941142
0.14015 0.4263958473131416
0.14025 0.41078343901083686
0.14035 0.4010913790527199
0.14045000000000002 0.37718068341163336
0.14055 0.3872642395088008
0.14065 0.3918963508103297
0.14075000000000001 0.3866466419440569
0.14085 0.37983207204337516
0.14095000000000002 0.35646663986774824
0.14105 0.3716488418488124
0.14115 0.3806089991732879
0.14125000000000001 0.3897862536017371
0.14135 0.3922104978679194
0.14145000000000002 0.37390944698234224
0.14155 0.3709564473603372
0.14165 0.3334782130081817
0.14175000000000001 0.33499951300940994
0.14185 0.3607410552922861
0.14195000000000002 0.35392348598118895
0.14205 0.33635552121057977
0.14215 0.35784895172408276
0.14225000000000002 0.34896905987362764
0.14235 0.33946880810381214
0.14245 0.33581169703255637
0.14255 0.3524842196720478
0.14265 0.3376077049422376
0.14275000000000002 0.3404464012621439
0.14285 0.3246066568304142
0.14295 0.31970342961725823
0.14305 0.32269922076418306
0.14315 0.31393437070796704
0.14325000000000002 0.3141161563187817
0.14335 0.3088816667646082
0.14345 0.3196551793019549
0.14355 0.33656226762113806
0.14365 0.3303585736005356
0.14375000000000002 0.3173837805359637
0.14385 0.3246114668519485
0.14395 0.3168812547736331
0.14405 0.33859203680826533
0.14415 0.32416995034326657
0.14425000000000002 0.3456330252610834
0.14435 0.31684584116827036
0.14445 0.27682109170837693
0.14455 0.2848090029886214
0.14465 0.3062845323999758
0.14475000000000002 0.316645336522522
0.14485 0.3035553630149598
0.14495 0.337119108036299
0.14505 0.34618971615915267
0.14515 0.29602959141759994
0.14525000000000002 0.2994948975026671
0.14535 0.3200713310492275
0.14545 0.3197470150546025
0.14555 0.2978845485857029
0.14565 0.2844409130082624
0.14575000000000002 0.3395477149416703
0.14585 0.31117273437128423
0.14595 0.3096142996274148
0.14605 0.3142253169214479
0.14615 0.27533016661311915
0.14625000000000002 0.2977264607811122
0.14635 0.2916987285056639
0.14645 0.3093098350646397
0.14655 0.32282953058372515
0.14665 0.29281560549723534
0.14675000000000002 0.286202221635329
0.14685 0.2938044327518605
0.14695 0.2835219947590916
0.14705000000000001 0.2864617549832208
0.14715 0.3073295580667529
0.14725000000000002 0.3118999663011765
0.14735 0.3246992994361931
0.14745 0.26216948408336604
0.14755000000000001 0.3032472426039228
0.14765 0.2945219210399115
0.14775000000000002 0.2818614387829006
0.14785 0.28171006484463784
0.14795 0.24196134472813077
0.14805000000000001 0.25551382806209305
0.14815 0.25574854589055357
0.14825000000000002 0.2536830290001012
0.14835 0.25673436077008766
0.14845 0.2592223697517689
0.14855000000000002 0.2552321666679405
0.14865 0.2585182162663873
0.14875 0.25997346680284245
0.14885 0.2613817737736054
0.14895 0.26095928168237653
0.14905000000000002 0.2589876519233084
0.14915 0.26016124106561084
0.14925 0.2603490153283793
0.14935 0.25973874897438193
0.14945 0.26016124106561084
0.14955000000000002 0.2606776202882239
0.14965 0.26391672632097873
0.14975 0.26668639669681254
0.14985 0.26377589562390247
0.14995 0.2651842025946654
0.15005000000000002 0.2626961936129842
0.15015 0.26457393624066816
0.15025 0.2636350649268261
0.15035 0.26734360661650197
0.15045 0.26678028382819674
0.15055000000000002 0.2649494847662049
0.15065 0.26706194522234933
0.15075 0.27133380970033033
0.15085 0.27020716412372
0.15095 0.2740095929447799
0.15105000000000002 0.2718032453572513
0.15115 0.2762159405323086
0.15125 0.2774364732403031
0.15135 0.2781406267256846
0.15145 0.2789386673424503
0.15155000000000002 0.2835860803459681
0.15165 0.28452495165981007
0.15175 0.2892193082290199
0.15185 0.2901112359771698
0.15195 0.2956036331631453
0.15205000000000002 0.2988896827615922
0.15215 0.3009551996520446
0.15225 0.30485151560448875
0.15235 0.30978059000215913
0.15245 0.31762016547273964
0.15255000000000002 0.3210001022025707
0.15265 0.3275252578337724
0.15275 0.331609348048985
0.15285 0.3374303501948052
0.15295 0.3431105216435492
0.15305000000000002 0.34799265247552746
0.15315 0.35310950113596623
0.15325 0.3593060518073232
0.15335000000000001 0.3661128688326776
0.15345 0.3756893562338657
0.15355000000000002 0.37906929296369674
0.15365 0.39019491803272416
0.15375 0.39681396079531
0.15385000000000001 0.40479436696296683
0.15395 0.41005204632048187
0.15405000000000002 0.4273742220608663
0.15415 0.431974691498692
0.15425 0.44023675906050136
0.15435000000000001 0.45375650597982575
0.15445 0.4599061130854907
0.15455000000000002 0.46981120544652344
0.15465 0.4679804063845316
0.15475 0.4642249211291637
0.15485000000000002 0.46427186469485593
0.15495 0.46272272702701656
0.15505000000000002 0.449578528633229
0.15515 0.43591795101682823
0.15525 0.4223512605318117
0.15535000000000002 0.4073293195103402
0.15545 0.39202571709471606
0.15555 0.3832942138759856
0.15565 0.3733421779492608
0.15575 0.3597754874642442
0.15585000000000002 0.34780487821275907
0.15595 0.3403877948334075
0.15605 0.3357873253955818
0.15615 0.32799469349069343
0.15625 0.32311256265871513
0.15635000000000002 0.3179487704325843
0.15645 0.3134891316918349
0.15655 0.3064945404037122
0.15665 0.3044290235132599
0.15675 0.2996877233783579
0.15685000000000002 0.2925523013931589
0.15695 0.28997040528009344
0.15705 0.2893131953604041
0.15715 0.28527604871088363
0.15725 0.28490050018534685
0.15735000000000002 0.2798775386562923
0.15745 0.2769200940176901
0.15755 0.27776507820014784
0.15765 0.2728360038024775
0.15775 0.2733523830250906
0.15785000000000002 0.2713807532660224
0.15795 0.2685171957588044
0.15805 0.2675313808792703
0.15815 0.2656536382515864
0.15825 0.2656066946858943
0.15835000000000002 0.2637289520582104
0.15845 0.2622267579560632
0.15855 0.26213287082467895
0.15865 0.26194509656191056
0.15875 0.2611470559451449
0.15885000000000002 0.2585651598320795
0.15895 0.2576262885182375
0.15905 0.2584243291350032
0.15915 0.2577671192153138
0.15925 0.2575324013868533
0.15935000000000002 0.25725073999270076
0.15945 0.25462190031394316
0.15955 0.25579548945624564
0.15965000000000001 0.2556546587591694
0.15975 0.2569690785985481
0.15985000000000002 0.2536360854344091
0.15995 0.25462190031394316
0.16005 0.25532605379932466
0.16015000000000001 0.2536830290001012
0.16025 0.2529319319490277
0.16035000000000002 0.2536360854344091
0.16045 0.25532605379932466
0.16055 0.25344831117164074
0.16065000000000002 0.2537299725657933
0.16075 0.2536360854344091
0.16085000000000002 0.2518991735038014
0.16095 0.2512889071498042
0.16105 0.2532605369088723
0.16115000000000002 0.25274415768625924
0.16125 0.25354219830302493
0.16135000000000002 0.2529319319490277
0.16145 0.2541524646570222
0.16155 0.252133891332262
0.16165000000000002 0.2537769161314854
0.16175 0.2511011328870358
0.16185000000000002 0.2509603021899595
0.16195 0.252133891332262
0.16205 0.2502092051388859
0.16215000000000002 0.2532135933431802
0.16225 0.2527911012519513
0.16235 0.2512889071498042
0.16245 0.2518522299381094
0.16255 0.25049086653303854
0.16265000000000002 0.2510072457556516
0.16275 0.25218083489795406
0.16285 0.25434023891979063
0.16295 0.25274415768625924
0.16305 0.2547157874453274
0.16315000000000002 0.2542932953540985
0.16325 0.25588937658762984
0.16335 0.25452801318255897
0.16345 0.25574854589055357
0.16355 0.2566404736387034
0.16365000000000002 0.2562649251131666
0.16375 0.2560771508503983
0.16385 0.256875191467164
0.16395 0.25570160232486144
0.16405 0.2541055210913301
0.16415000000000002 0.2541524646570222
0.16425 0.25157056854395676
0.16435 0.24941116452212023
0.16445 0.24673538127767064
0.16455 0.24457597725583408
0.16465000000000002 0.24269823462815013
0.16475 0.24288600889091852
0.16485 0.2436840495076842
0.16495 0.24213491183984495
0.16505 0.24213491183984495
0.16515000000000002 0.2400224513837005
0.16525 0.24011633851508474
0.16535 0.24030411277785307
0.16545 0.241196040526003
0.16555 0.24236962966830544
0.16565000000000002 0.24190019401138443
0.16575 0.241196040526003
0.16585 0.24157158905153975
0.16595000000000001 0.240257169212161
0.16605 0.24072660486908198
0.16615000000000002 0.2409613226975425
0.16625 0.241196040526003
0.16635 0.24138381478877138
0.16645000000000001 0.2402102256464689
0.16655 0.23908358006985853
0.16665000000000002 0.23866108797862964
0.16675 0.23772221666478766
0.16685 0.2352811512487985
0.16695000000000002 0.23514032055172226
0.16705 0.23499948985464597
0.16715000000000002 0.23194815808465954
0.16725 0.23100928677081756
0.16735 0.22960097980005462
0.16745000000000002 0.22838044709206004
0.16755 0.2264088173329919
0.16765000000000002 0.2259393816760709
0.16775 0.22420246974546326
0.16785 0.22302888060316078
0.16795000000000002 0.2234983162600818
0.16805 0.22124502510686103
0.16815000000000002 0.22143279936962942
0.16825 0.21894479038794817
0.16835 0.2184284111653351
0.16845000000000002 0.2155648536581171
0.16855 0.21453209521289093
0.16865 0.2162220635778065
0.16875 0.21636289427488276
0.16885 0.21410960312166202
0.16895000000000002 0.21608123288073017
0.16905 0.21490764373842774
0.16915 0.21570568435519338
0.16925 0.21368711103043314
0.16935 0.21265435258520698
0.16945000000000002 0.21439126451581464
0.16955 0.21246657832243857
0.16965 0.21298295754505167
0.16975 0.21382794172750944
0.16985 0.21345239320197265
0.16995000000000002 0.2148607001727356
0.17005 0.214579038778583
0.17015 0.21091744065459933
0.17025 0.21368711103043314
0.17035 0.21115215848305982
0.17045000000000002 0.21467292590996725
0.17055 0.21382794172750944
0.17065 0.21429737738443044
0.17075 0.2153770793953487
0.17085 0.21608123288073017
0.17095000000000002 0.21453209521289093
0.17105 0.2157526279208855
0.17115 0.2153770793953487
0.17125 0.21673844280041957
0.17135 0.2152362486982724
0.17145000000000002 0.21683232993180376
0.17155 0.21612817644642227
0.17165 0.2156587407895013
0.17175 0.21570568435519338
0.17185 0.21687927349749586
0.17195000000000002 0.21514236156688823
0.17205 0.2154709665267329
0.17215 0.21617512001211442
0.17225000000000001 0.21617512001211442
0.17235 0.21387488529320156
0.17245000000000002 0.21392182885889366
0.17255 0.21439126451581464
0.17265 0.21650372497195908
0.17275000000000001 0.21373405459612524
0.17285 0.2160342893150381
0.17295000000000002 0.21420349025304622
0.17305 0.2130299011107438
0.17315 0.2153770793953487
0.17325000000000002 0.21410960312166202
0.17335 0.2125135218881307
0.17345000000000002 0.2120910297969018
0.17355 0.21340544963628058
0.17365 0.2116215941399808
0.17375000000000002 0.2122788040596702
0.17385 0.21364016746474107
0.17395000000000002 0.21467292590996725
0.17405 0.21425043381873835
0.17415 0.21373405459612524
0.17425000000000002 0.2157995714865776
0.17435 0.2152362486982724
0.17445000000000002 0.21655066853765118
0.17455 0.2162220635778065
0.17465 0.215987345749346
0.17475000000000002 0.21645678140626695
0.17485 0.21734870915441684
0.17495000000000002 0.21645678140626695
0.17505 0.21471986947565933
0.17515 0.21490764373842774
0.17525000000000002 0.21406265955596993
0.17535 0.2123726911910544
0.17545 0.21152770700859663
0.17555 0.21199714266551759
0.17565 0.20936830298676007
0.17575000000000002 0.21026023073490996
0.17585 0.2092744158553759
0.17595 0.20777222175322874
0.17605 0.20767833462184454
0.17615 0.2070680682678472
0.17625000000000002 0.20631697121677364
0.17635 0.20678640687369465
0.17645 0.20556587416570005
0.17655 0.2048617206803186
0.17665 0.20392284936647664
0.17675000000000002 0.20434534145770553
0.17685 0.20481477711462653
0.17695 0.20368813153801615
0.17705 0.20575364842846847
0.17715 0.20364118797232403
0.17725000000000002 0.20246759883002155
0.17735 0.20392284936647664
0.17745 0.20411062362924504
0.17755 0.20293703448694256
0.17765 0.20312480874971095
0.17775000000000002 0.20368813153801615
0.17785 0.20242065526432948
0.17795 0.20251454239571368
0.17805 0.20434534145770553
0.17815 0.20331258301247937
0.17825000000000002 0.20260842952709787
0.17835 0.20284314735555836
0.17845 0.20284314735555836
0.17855000000000001 0.20434534145770553
